title,rating,body,title_length,body_length,word_count,sentiment,full_review,clean_body,clean_word_count
Worth buy decent features,5,Battery life for 2 and half days easily.Ample memory and storageCamera quality good. Can be with more zoom. Samsung reliability,25,127,20,Positive,Worth buy decent features Battery life for 2 and half days easily.Ample memory and storageCamera quality good. Can be with more zoom. Samsung reliability,worth buy decent features battery life half days easilyample memory storagecamera quality good zoom samsung reliability,16
Not worth,3,Just worth @8500 rupees.Lot of software glitches.Battery backup for 1 and half days on moderate use.,9,100,16,Neutral,Not worth Just worth @8500 rupees.Lot of software glitches.Battery backup for 1 and half days on moderate use.,not worth worth rupeeslot software glitchesbattery backup half days moderate use,11
"बकबास फ़ोन,  पैसे खड्डे में गए",1,"Worst phone.  एक दम बकबास है,  स्क्रीन शॉट सिस्टम बहुत ख़राब है,  स्क्रीनशॉट लेते समय अपने आप safe mode में चला गया,  data डिलीट करने के बाद भी start nhi hua.ऊपर से lockdown,  चार्जिंग बहुत slow",29,193,36,Negative,"बकबास फ़ोन,  पैसे खड्डे में गए Worst phone.  एक दम बकबास है,  स्क्रीन शॉट सिस्टम बहुत ख़राब है,  स्क्रीनशॉट लेते समय अपने आप safe mode में चला गया,  data डिलीट करने के बाद भी start nhi hua.ऊपर से lockdown,  चार्जिंग बहुत slow",worst phone safe mode data start nhi hua lockdown slow,10
Value for Money Of All angles,5,Samsung best product value for Money for All angles battery life and camera is a very good andside mounted fingerprint sensor is a very fast and face unlock is a very fast so enjoyable phone All of goodThank you Amazon And Samsung.,29,231,42,Positive,Value for Money Of All angles Samsung best product value for Money for All angles battery life and camera is a very good andside mounted fingerprint sensor is a very fast and face unlock is a very fast so enjoyable phone All of goodThank you Amazon And Samsung.,value money angles samsung best product value money angles battery life camera very good andside mounted fingerprint sensor very fast face unlock very fast enjoyable phone goodthank amazon samsung,29
Bad quality of Camera and Display,1,"Very disappointed from this mobile, display quality is bad, camera is not like 48MP overall feel is not good with this mobile..",33,127,22,Negative,"Bad quality of Camera and Display Very disappointed from this mobile, display quality is bad, camera is not like 48MP overall feel is not good with this mobile..",bad quality camera display very disappointed mobile display quality bad camera not like mp overall feel not good mobile,19
Best mobile in this price range.,5,Excellent product. Value for money. Camera is good. Battery backup good. Fast charging. No hanging & heating problem. Display quality excellent.,32,144,21,Positive,Best mobile in this price range. Excellent product. Value for money. Camera is good. Battery backup good. Fast charging. No hanging & heating problem. Display quality excellent.,best mobile price range excellent product value money camera good battery backup good fast charging no hanging heating problem display quality excellent,22
Monster reloaded🤗,5,"Using this mobile for past one week and, all I could say is this will never disappoint you. Battery is excellent. Rear camera is good than what I expected. I love the look of the mobile and sound quality is good. It supports Dolby Atmos which is good. U can definitely go for it without any second thoughts.",17,307,58,Positive,"Monster reloaded🤗 Using this mobile for past one week and, all I could say is this will never disappoint you. Battery is excellent. Rear camera is good than what I expected. I love the look of the mobile and sound quality is good. It supports Dolby Atmos which is good. U can definitely go for it without any second thoughts.",monster reloaded using mobile past one week could say never disappoint battery excellent rear camera good expected love look mobile sound quality good supports dolby atmos good u definitely go without second thoughts,33
Heating issue...and camera quality is very poor,1,When i on internet that time mobile is overheating issue...and camera quality is very poor... Please dont buy this phone,47,120,20,Negative,Heating issue...and camera quality is very poor When i on internet that time mobile is overheating issue...and camera quality is very poor... Please dont buy this phone,heating issueand camera quality very poor internet time mobile overheating issueand camera quality very poor please dont buy phone,19
Sound quality is bad,3,Not a bad phone but sound quality is very low even with loudspeaker on.This is very bad for this mobile.When  more than 2 people are connected on whatsapp conference mobile goes on mute and other people can't hear our voice.,20,224,40,Neutral,Sound quality is bad Not a bad phone but sound quality is very low even with loudspeaker on.This is very bad for this mobile.When  more than 2 people are connected on whatsapp conference mobile goes on mute and other people can't hear our voice.,sound quality bad not bad phone sound quality very low even loudspeaker onthis very bad mobilewhen people connected whatsapp conference mobile goes mute people cant hear voice,27
Good,4,At this price good try by Samsung. But some thing missing.This is a average mobile for market.Wright now processor should be new like market phone.,4,147,25,Positive,Good At this price good try by Samsung. But some thing missing.This is a average mobile for market.Wright now processor should be new like market phone.,good price good try samsung thing missingthis average mobile marketwright processor new like market phone,15
So far so good,4,"Phone is good but it's very heavy, just because it has 6000mah battery , phone battery make it lil bit thik which is uncomfortable",14,130,24,Positive,"So far so good Phone is good but it's very heavy, just because it has 6000mah battery , phone battery make it lil bit thik which is uncomfortable",far good phone good very heavy mah battery phone battery make lil bit thik uncomfortable,15
Good product in low budget,4,"The media could not be loaded.
                




   I got this product at 9k after discount . The fingerprint sensor is worst whereas battery and camera are ok. The screen function lags sometime but after latest update few of the bugs solved",26,244,40,Positive,"Good product in low budget The media could not be loaded.
                




   I got this product at 9k after discount . The fingerprint sensor is worst whereas battery and camera are ok. The screen function lags sometime but after latest update few of the bugs solved",good product low budget media could not loaded got product k discount fingerprint sensor worst whereas battery camera ok screen function lags sometime latest update bugs solved,27
Not so good but value for money buy at below 10500/ Only.,3,Not so fast as expected.It’s back camera is higher qualityBut it’s Front camera is very low quality.Buy it for 1 yr next generation 5 GIs coming for better experience...,57,169,29,Neutral,Not so good but value for money buy at below 10500/ Only. Not so fast as expected.It’s back camera is higher qualityBut it’s Front camera is very low quality.Buy it for 1 yr next generation 5 GIs coming for better experience...,not good value money buy not fast expectedits back camera higher qualitybut front camera very low qualitybuy yr next generation gis coming better experience,24
Not happy,1,Im giving one star bcz it is necessarily too select  star den only  we cn write reviewReally  unhappy  with dis phone 😑🤢😡😡😡🤬Battery  life is not good at allCamera quality is also very poorWhile using  d phone  it get heat upEven while charging  time it heat up...,9,263,46,Negative,Not happy Im giving one star bcz it is necessarily too select  star den only  we cn write reviewReally  unhappy  with dis phone 😑🤢😡😡😡🤬Battery  life is not good at allCamera quality is also very poorWhile using  d phone  it get heat upEven while charging  time it heat up...,not happy im giving one star bcz necessarily too select star den cn write reviewreally unhappy dis phone battery life not good allcamera quality also very poorwhile using phone get heat upeven charging time heat,35
awesome phone in its segemnt,5,"i purchased M12 this week 6gb ,128 gb. i amazed about the battery back up . it has excellent speed while browsing .In this price range , no best model avaialble . earlier i have been using A70 which is high end but still M12 is performing same. thanks samaung for the wonderful research for this product..",28,305,57,Positive,"awesome phone in its segemnt i purchased M12 this week 6gb ,128 gb. i amazed about the battery back up . it has excellent speed while browsing .In this price range , no best model avaialble . earlier i have been using A70 which is high end but still M12 is performing same. thanks samaung for the wonderful research for this product..",awesome phone segemnt purchased week gb gb amazed battery back excellent speed browsing price range no best model avaialble earlier using high end still performing thanks samaung wonderful research product,30
"In this budget ,the phone is nice and worth the money",5,The battery life is appreciable and also it looks nice (just a little heavy ) . It works smoothly but for some reasons it doesn't feel like 90hz . The camera is average and i expected better but in this price range it's not a very big flaw . The usb cable in the box is really short in length . The fingerprint sensor works good.,53,329,66,Positive,"In this budget ,the phone is nice and worth the money The battery life is appreciable and also it looks nice (just a little heavy ) . It works smoothly but for some reasons it doesn't feel like 90hz . The camera is average and i expected better but in this price range it's not a very big flaw . The usb cable in the box is really short in length . The fingerprint sensor works good.",budget phone nice worth money battery life appreciable also looks nice little heavy works smoothly reasons doesnt feel like hz camera average expected better price range not very big flaw usb cable box really short length fingerprint sensor works good,40
Samsung galaxy M12,5,"Camera quality very good , currently I am attending online classes and at the end of the day Charing is 13 - 15% left . You can go for it .",18,139,31,Positive,"Samsung galaxy M12 Camera quality very good , currently I am attending online classes and at the end of the day Charing is 13 - 15% left . You can go for it .",samsung galaxy camera quality very good currently attending online classes end day charing left go,15
Good Product !,5,"I am using this model from past 2 months. Good product by specs and everything, this is the best you can get in terms of battery life, speed and camera. Only one con is that for 6000 mAH battery it feels a bit bulky but you will get used to it.",14,244,51,Positive,"Good Product ! I am using this model from past 2 months. Good product by specs and everything, this is the best you can get in terms of battery life, speed and camera. Only one con is that for 6000 mAH battery it feels a bit bulky but you will get used to it.",good product using model past months good product specs everything best get terms battery life speed camera one con mah battery feels bit bulky get used,26
Total Fraud,1,6 months free replacement offered to prime members is a total fraud. Neither Amazon or their partner Savex technologies respond.,11,128,20,Negative,Total Fraud 6 months free replacement offered to prime members is a total fraud. Neither Amazon or their partner Savex technologies respond.,total fraud months free replacement offered prime members total fraud neither amazon partner savex technologies respond,16
Blotware type,2,If you want full control of your phone.. don't buy this one. This phone work on its own...it will download many apps which you don't even know without asking you... So be aware...,13,179,33,Negative,Blotware type If you want full control of your phone.. don't buy this one. This phone work on its own...it will download many apps which you don't even know without asking you... So be aware...,blotware type want full control phone dont buy one phone work ownit download many apps dont even know without asking aware,21
Uncomfortable to use as it is having 221g of weight,3,Overall performance is good but the display resolution is 720p which is the worst part of mobile.Camera is OK.90hz refresh rate is good.Fingerprint sensor is great.Eventually I would not recommend to buy this mobile if you are not samsung lover.In this price range there are other good option too.,51,297,49,Neutral,Uncomfortable to use as it is having 221g of weight Overall performance is good but the display resolution is 720p which is the worst part of mobile.Camera is OK.90hz refresh rate is good.Fingerprint sensor is great.Eventually I would not recommend to buy this mobile if you are not samsung lover.In this price range there are other good option too.,uncomfortable use g weight overall performance good display resolution p worst part mobilecamera okhz refresh rate goodfingerprint sensor greateventually would not recommend buy mobile not samsung loverin price range good option too,32
Worth money,4,Not such a bad product with in this budget it will perform a heavy1-camera wise its ok dont expect much2-battery life superb no doubt3-finger print is quite difficult to use my suggest is to place it on back then it will be good4-over all worthy product,11,253,46,Positive,Worth money Not such a bad product with in this budget it will perform a heavy1-camera wise its ok dont expect much2-battery life superb no doubt3-finger print is quite difficult to use my suggest is to place it on back then it will be good4-over all worthy product,worth money not bad product budget perform heavycamera wise ok dont expect muchbattery life superb no doubtfinger print quite difficult use suggest place back goodover worthy product,27
Fast delivery  boy good,2,"Charger  hitting proplme and prosser  bad  and video recording  sitting nahi h and app drawer  sitting nahi h very poor quality, good  fingerprints , good  battery,  camera low quality",23,184,29,Negative,"Fast delivery  boy good Charger  hitting proplme and prosser  bad  and video recording  sitting nahi h and app drawer  sitting nahi h very poor quality, good  fingerprints , good  battery,  camera low quality",fast delivery boy good charger hitting proplme prosser bad video recording sitting nahi h app drawer sitting nahi h very poor quality good fingerprints good battery camera low quality,29
The worst product.,1,"M12 has very worst lcd display which is not even good for the eyes.camera quality is worst,video quality is not so good.Generally if you are thinking that product has many features then you will be mistaken.not worth of money so choose a better and high end product in Samsung.",18,277,49,Negative,"The worst product. M12 has very worst lcd display which is not even good for the eyes.camera quality is worst,video quality is not so good.Generally if you are thinking that product has many features then you will be mistaken.not worth of money so choose a better and high end product in Samsung.",worst product very worst lcd display not even good eyescamera quality worstvideo quality not goodgenerally thinking product many features mistakennot worth money choose better high end product samsung,28
Amazon service,1,The phone is too heavy to handle camera is too poor battery ok. Overall Amazon service is bad I tried to return product but before delivery but no option to return and process refund even customer service also bad because I paid online I have to product even though I didn't like really disappointed 😞,14,301,55,Negative,Amazon service The phone is too heavy to handle camera is too poor battery ok. Overall Amazon service is bad I tried to return product but before delivery but no option to return and process refund even customer service also bad because I paid online I have to product even though I didn't like really disappointed 😞,amazon service phone too heavy handle camera too poor battery ok overall amazon service bad tried return product delivery no option return process refund even customer service also bad paid online product even though didnt like really disappointed,38
Good battery life,5,Good budget phone for normal user. Great battery life. General samsung performance.Used for 2 months. If your bugets fits will recommend this phone.Not for Gamers :). Go away gamers from this device.,17,199,32,Positive,Good battery life Good budget phone for normal user. Great battery life. General samsung performance.Used for 2 months. If your bugets fits will recommend this phone.Not for Gamers :). Go away gamers from this device.,good battery life good budget phone normal user great battery life general samsung performanceused months bugets fits recommend phonenot gamers go away gamers device,24
Not worth buying,2,"Product was bought without physically checking it. I preferred Samsung over Chinese phone but their phone design is far better than Samsung in same budget. Screen is too big to hear any call, speakers are very bad, overall design is not very good, heavy to handle.",16,264,46,Negative,"Not worth buying Product was bought without physically checking it. I preferred Samsung over Chinese phone but their phone design is far better than Samsung in same budget. Screen is too big to hear any call, speakers are very bad, overall design is not very good, heavy to handle.",not worth buying product bought without physically checking preferred samsung chinese phone phone design far better samsung budget screen too big hear call speakers very bad overall design not very good heavy handle,33
Good battery backup and fast performance,4,Decent phone with good battery back up more than 1 day with good usage. Design is good to hold in hand. Screen is good. Touch is good. Camera is ok types with decent pics in daylight however in artificial light its average.Overall a decent buy at this price.,40,258,48,Positive,Good battery backup and fast performance Decent phone with good battery back up more than 1 day with good usage. Design is good to hold in hand. Screen is good. Touch is good. Camera is ok types with decent pics in daylight however in artificial light its average.Overall a decent buy at this price.,good battery backup fast performance decent phone good battery back day good usage design good hold hand screen good touch good camera ok types decent pics daylight however artificial light averageoverall decent buy price,34
Not as expected samsung still could better in this price,3,"Hangs a bit but other wise it's a decent buy for a normal user camera is average this review is afer a months use  samsung apps are useless only taking up space, battery is good",56,177,35,Neutral,"Not as expected samsung still could better in this price Hangs a bit but other wise it's a decent buy for a normal user camera is average this review is afer a months use  samsung apps are useless only taking up space, battery is good",not expected samsung still could better price hangs bit wise decent buy normal user camera average review afer months use samsung apps useless taking space battery good,27
Except Good Battery ...phone is too slow too perform,2,1.Poor Display2.Poor Camera.3.Too much slow performance is too poor4.Plastic quality.5.No Gorilla Glass.6.Poor Toch for FingprintGood1.Good Batter Life,52,151,17,Negative,Except Good Battery ...phone is too slow too perform 1.Poor Display2.Poor Camera.3.Too much slow performance is too poor4.Plastic quality.5.No Gorilla Glass.6.Poor Toch for FingprintGood1.Good Batter Life,except good battery phone too slow too perform poor displaypoor cameratoo much slow performance too poorplastic qualityno gorilla glasspoor toch fingprintgoodgood batter life,23
Average mobile in all aspects,3,"Not a good mobile, not expected this kind of mobile from Samsung.Battery - not standing even a day.Full charging takes 3 hours to charge battery.Camera quality is not good.Mobile fast- working with 2gb ram speed instead 4gb ram",29,227,38,Neutral,"Average mobile in all aspects Not a good mobile, not expected this kind of mobile from Samsung.Battery - not standing even a day.Full charging takes 3 hours to charge battery.Camera quality is not good.Mobile fast- working with 2gb ram speed instead 4gb ram",average mobile aspects not good mobile not expected kind mobile samsungbattery not standing even dayfull charging takes hours charge batterycamera quality not goodmobile fast working gb ram speed instead gb ram,31
Good enough,4,"High level - it's goodCons -It feels like so much weight.While using much time, it becoming slow.Camera is but slow compared to other android's.Pros -Great design.Much battery life.Big screen to view movies & games.",11,215,34,Positive,"Good enough High level - it's goodCons -It feels like so much weight.While using much time, it becoming slow.Camera is but slow compared to other android's.Pros -Great design.Much battery life.Big screen to view movies & games.",good enough high level goodcons feels like much weightwhile using much time becoming slowcamera slow compared androidspros great designmuch battery lifebig screen view movies games,25
"Good Phone, Worst Camera, Poor display",2,Performance is good but Camera is very poor and 90 h display is not helping in making a undersaturated display little fun in daily use.In this price range go for Mi,38,164,31,Negative,"Good Phone, Worst Camera, Poor display Performance is good but Camera is very poor and 90 h display is not helping in making a undersaturated display little fun in daily use.In this price range go for Mi",good phone worst camera poor display performance good camera very poor h display not helping making undersaturated display little fun daily usein price range go mi,26
Good but not excellent,4,"Finger print reading is fast and battery life is good, camera quality should be improved. One can go for this mobile, expect camera all features are reached expectations.",22,170,28,Positive,"Good but not excellent Finger print reading is fast and battery life is good, camera quality should be improved. One can go for this mobile, expect camera all features are reached expectations.",good not excellent finger print reading fast battery life good camera quality improved one go mobile expect camera features reached expectations,21
This phone is great at this price range of under 11k.,4,"This phone is great at the price range of under11k . This phone has good camera, battery is awesome and the 90 hz display is great but the pros in this phone is it does not have gyroscopic sensor which is to be their at this price range also at this price range they should provide us a good display.",53,300,60,Positive,"This phone is great at this price range of under 11k. This phone is great at the price range of under11k . This phone has good camera, battery is awesome and the 90 hz display is great but the pros in this phone is it does not have gyroscopic sensor which is to be their at this price range also at this price range they should provide us a good display.",phone great price range k phone great price range underk phone good camera battery awesome hz display great pros phone not gyroscopic sensor price range also price range provide us good display,32
Not Good,2,Camera and battery is ok but speed of processor in not satisfactory.After a month use of mobile touch screen not sensing properly.,8,130,22,Negative,Not Good Camera and battery is ok but speed of processor in not satisfactory.After a month use of mobile touch screen not sensing properly.,not good camera battery ok speed processor not satisfactoryafter month use mobile touch screen not sensing properly,17
Disgusting product,1,Don't buy this mobile.This Mobile don't have very common senser like megnatometer.It does not properly work. Map compass not workMany time open another app automatically.Service center didn't fix this problem. He said me this type of problem are general in Samsung smartphone.,18,276,42,Negative,Disgusting product Don't buy this mobile.This Mobile don't have very common senser like megnatometer.It does not properly work. Map compass not workMany time open another app automatically.Service center didn't fix this problem. He said me this type of problem are general in Samsung smartphone.,disgusting product dont buy mobilethis mobile dont very common senser like megnatometerit not properly work map compass not workmany time open another app automaticallyservice center didnt fix problem said type problem general samsung smartphone,34
Nice,5,Battery is too good at its performance. Camera was as it is specified in the specs. Display is also good,4,104,20,Positive,Nice Battery is too good at its performance. Camera was as it is specified in the specs. Display is also good,nice battery too good performance camera specified specs display also good,11
Great Deal from Samsung,5,"I loved it, Great Battery life , Screen Quality,  and Camera Quality is also Good. I'm happy with the product.",23,110,20,Positive,"Great Deal from Samsung I loved it, Great Battery life , Screen Quality,  and Camera Quality is also Good. I'm happy with the product.",great deal samsung loved great battery life screen quality camera quality also good im happy product,16
It is hanging and speaker not working properly,1,"I purchased 6gb, one week back, but still it is hanging and speaker not working properly,  sometimes it plays as beep noise. Samsung becomes worst quality nowadays,",46,164,27,Negative,"It is hanging and speaker not working properly I purchased 6gb, one week back, but still it is hanging and speaker not working properly,  sometimes it plays as beep noise. Samsung becomes worst quality nowadays,",hanging speaker not working properly purchased gb one week back still hanging speaker not working properly sometimes plays beep noise samsung becomes worst quality nowadays,25
Not Good Mobile,1,Fingerprint Scanner still i unable to find. Very Slow gets stuck while using. Dont waste money instead add some more money and buy good mobile,15,142,25,Negative,Not Good Mobile Fingerprint Scanner still i unable to find. Very Slow gets stuck while using. Dont waste money instead add some more money and buy good mobile,not good mobile fingerprint scanner still unable find very slow gets stuck using dont waste money instead add money buy good mobile,22
Worst experience,1,Worst experience. First time received phone with speaker issues and second time on replacement received damaged peice.Worst standard of quality by a big brand name.,16,164,25,Negative,Worst experience Worst experience. First time received phone with speaker issues and second time on replacement received damaged peice.Worst standard of quality by a big brand name.,worst experience worst experience first time received phone speaker issues second time replacement received damaged peiceworst standard quality big brand name,21
Best Phone in this range,5,I am using it since a month.. and it is working very smoothly..Fingerprint reader is very goodBack Camera is Bestt.. and selfie camera is GoodPerformance is best for a normal user .. I am not using it for gaming or anything like that..Normal user can buy it without any doubt,24,275,50,Positive,Best Phone in this range I am using it since a month.. and it is working very smoothly..Fingerprint reader is very goodBack Camera is Bestt.. and selfie camera is GoodPerformance is best for a normal user .. I am not using it for gaming or anything like that..Normal user can buy it without any doubt,best phone range using since month working very smoothlyfingerprint reader very goodback camera bestt selfie camera goodperformance best normal user not using gaming anything like thatnormal user buy without doubt,30
Good product,4,The overall phone is good big display big battery life and fingerprint sensor is fast enough camer peformance is good in day lighting condition but if lighting conditions are not good then picture will be below average also the processor is only capable of daily task it is not ment for heavy taking,12,299,53,Positive,Good product The overall phone is good big display big battery life and fingerprint sensor is fast enough camer peformance is good in day lighting condition but if lighting conditions are not good then picture will be below average also the processor is only capable of daily task it is not ment for heavy taking,good product overall phone good big display big battery life fingerprint sensor fast enough camer peformance good day lighting condition lighting conditions not good picture average also processor capable daily task not ment heavy taking,35
Best mobile in this price range,5,"I purchased this mobile in Deepawali offer in just 9000 Rs. No equivalent phone is available in this price range. Want to buy second one but the price is high now. Battery last longer than one day, finger print sensor is on side button, camera quality is great.",31,261,48,Positive,"Best mobile in this price range I purchased this mobile in Deepawali offer in just 9000 Rs. No equivalent phone is available in this price range. Want to buy second one but the price is high now. Battery last longer than one day, finger print sensor is on side button, camera quality is great.",best mobile price range purchased mobile deepawali offer rs no equivalent phone available price range want buy second one price high battery last longer one day finger print sensor side button camera quality great,34
quality as expected,4,pros-good build quality-nice battery-fast charging-nice interface fully customizable-edge panel comes in handycons-no gesture support for media and other functions-face recognition is very slow-no 5ghz wifinote:after more than a month use,19,238,30,Positive,quality as expected pros-good build quality-nice battery-fast charging-nice interface fully customizable-edge panel comes in handycons-no gesture support for media and other functions-face recognition is very slow-no 5ghz wifinote:after more than a month use,quality expected prosgood build qualitynice batteryfast chargingnice interface fully customizableedge panel comes handyconsno gesture support media functionsface recognition very slowno ghz wifinoteafter month use,24
Superb Battery backup......Great.,4,Brought this M12 Samsung device on 19th Mar 2021. Device is excellent/ responding quickly / no heating even after continuous usage for 4 hours / Good battery backup.  I feel only one drawback that is the battery charging.....it's taking 2.5 hour's for full charge but Samsung saying Fast Charging.  Good to buy.,33,311,52,Positive,Superb Battery backup......Great. Brought this M12 Samsung device on 19th Mar 2021. Device is excellent/ responding quickly / no heating even after continuous usage for 4 hours / Good battery backup.  I feel only one drawback that is the battery charging.....it's taking 2.5 hour's for full charge but Samsung saying Fast Charging.  Good to buy.,superb battery backupgreat brought samsung device th mar device excellent responding quickly no heating even continuous usage hours good battery backup feel one drawback battery chargingits taking hours full charge samsung saying fast charging good buy,36
Value for money!,5,An initial impressionPros:Excellent battery life; low power consumption due to the advanced 8nm designGood displaySufficient processing power for an entry level phoneMost bloatware can be uninstalled,16,199,26,Positive,Value for money! An initial impressionPros:Excellent battery life; low power consumption due to the advanced 8nm designGood displaySufficient processing power for an entry level phoneMost bloatware can be uninstalled,value money initial impressionprosexcellent battery life low power consumption due advanced nm designgood displaysufficient processing power entry level phonemost bloatware uninstalled,21
Phone is good but camera quality is poor and heavy weighted.,4,"Overall phone quality is good except camera is only 13 megapixel in stead of 48 megapixel.That is cheatibg by samsung with customers so please stop. I have purchased in 8549 Rs. OnlyBattery backup,fingers lock ,face lock is very good and working smoothly.",60,255,42,Positive,"Phone is good but camera quality is poor and heavy weighted. Overall phone quality is good except camera is only 13 megapixel in stead of 48 megapixel.That is cheatibg by samsung with customers so please stop. I have purchased in 8549 Rs. OnlyBattery backup,fingers lock ,face lock is very good and working smoothly.",phone good camera quality poor heavy weighted overall phone quality good except camera megapixel stead megapixelthat cheatibg samsung customers please stop purchased rs onlybattery backupfingers lock face lock very good working smoothly,32
Worst phone. Trapped..not getting network on it,1,"Please don't choose this phone, sim not working on it. Not taking network properly.no internet no clear phone calls even can't send message...we changed network but no use...but the same sim working perfectly on other phones.. I am trying to call customer support...no use at all there",47,285,47,Negative,"Worst phone. Trapped..not getting network on it Please don't choose this phone, sim not working on it. Not taking network properly.no internet no clear phone calls even can't send message...we changed network but no use...but the same sim working perfectly on other phones.. I am trying to call customer support...no use at all there",worst phone trappednot getting network please dont choose phone sim not working not taking network properlyno internet no clear phone calls even cant send messagewe changed network no usebut sim working perfectly phones trying call customer supportno use,38
The worst camera at 10k mobile range ever,1,"Overall performance of the mobile is averageWe are not expecting  from Samsung for making fool to customer in camera quality( 48 mobile quad camera )which doesn't better than even 2MP.Doesn't  value  for money.,we will find much better phone at this 10k range.",41,260,42,Negative,"The worst camera at 10k mobile range ever Overall performance of the mobile is averageWe are not expecting  from Samsung for making fool to customer in camera quality( 48 mobile quad camera )which doesn't better than even 2MP.Doesn't  value  for money.,we will find much better phone at this 10k range.",worst camera k mobile range ever overall performance mobile averagewe not expecting samsung making fool customer camera quality mobile quad camera doesnt better even mpdoesnt value moneywe find much better phone k range,33
Unmatchable made-in-India product,5,"Great phone with brilliant battery life. Worth buying it from a trusted company. The camera and display quality are outstanding. Overall, an unmatchable made-in-India product.",33,175,25,Positive,"Unmatchable made-in-India product Great phone with brilliant battery life. Worth buying it from a trusted company. The camera and display quality are outstanding. Overall, an unmatchable made-in-India product.",unmatchable madeinindia product great phone brilliant battery life worth buying trusted company camera display quality outstanding overall unmatchable madeinindia product,20
Perfect review,2,"(1)-Processor is worst(don't even manage to play background song while downloading any stuff)(2)-audio recording quality is the third class(3)-except for these 2, everything is well.",14,182,25,Negative,"Perfect review (1)-Processor is worst(don't even manage to play background song while downloading any stuff)(2)-audio recording quality is the third class(3)-except for these 2, everything is well.",perfect review processor worstdont even manage play background song downloading stuffaudio recording quality third classexcept everything well,17
Some problems in this mobile.,1,Don't buy this mobile because this Mobile in call spiker in different voice in this mobile . Spiker is so bed and bsnl net work problem in this mobile . Because my simple mobile in bsnl card work properly but Samsung m 12 mobile in bsnl card not work properly.,29,260,50,Negative,Some problems in this mobile. Don't buy this mobile because this Mobile in call spiker in different voice in this mobile . Spiker is so bed and bsnl net work problem in this mobile . Because my simple mobile in bsnl card work properly but Samsung m 12 mobile in bsnl card not work properly.,problems mobile dont buy mobile mobile call spiker different voice mobile spiker bed bsnl net work problem mobile simple mobile bsnl card work properly samsung mobile bsnl card not work properly,31
Amazon is not accepting it back to exchange with other mobile,1,"Average phonePros: Just good battery and big screenCons: very poor camera, heating while chargingI want to exchange this junk to another phone but it doesn’t show up on the list of exchanges on amazon.",61,201,34,Negative,"Amazon is not accepting it back to exchange with other mobile Average phonePros: Just good battery and big screenCons: very poor camera, heating while chargingI want to exchange this junk to another phone but it doesn’t show up on the list of exchanges on amazon.",amazon not accepting back exchange mobile average phonepros good battery big screencons very poor camera heating chargingi want exchange junk another phone doesnt show list exchanges amazon,27
in this phone every time calling problem.. plz dont..,2,i like battery and look.display is not good as amoledperformance is also not goodand finally calling is have worst in every time.... i m too disappointed with his calling performance..,53,184,30,Negative,in this phone every time calling problem.. plz dont.. i like battery and look.display is not good as amoledperformance is also not goodand finally calling is have worst in every time.... i m too disappointed with his calling performance..,phone every time calling problem plz dont like battery lookdisplay not good amoledperformance also not goodand finally calling worst every time too disappointed calling performance,25
Review,3,Phone is very heavy and becomes uncomfortable to hold during a long call.. camera quality is also sub par,6,105,19,Neutral,Review Phone is very heavy and becomes uncomfortable to hold during a long call.. camera quality is also sub par,review phone very heavy becomes uncomfortable hold long call camera quality also sub par,14
Phone is solid with nice looking and very good battery backup.,5,Phone is very smooth and handy.Battery Backup is very nice.Camera quality is also nice.Phone is little heavy but solid body.Gorilla glass screen is also very good .Sound quality with Dolby atmos feature makes it perfect. Size is more enough for watching movies and games.,62,271,44,Positive,Phone is solid with nice looking and very good battery backup. Phone is very smooth and handy.Battery Backup is very nice.Camera quality is also nice.Phone is little heavy but solid body.Gorilla glass screen is also very good .Sound quality with Dolby atmos feature makes it perfect. Size is more enough for watching movies and games.,phone solid nice looking very good battery backup phone very smooth handybattery backup very nicecamera quality also nicephone little heavy solid bodygorilla glass screen also very good sound quality dolby atmos feature makes perfect size enough watching movies games,39
Dont buy this one...,1,"The phone is a dud,, hangs and heat up. Bought two sets for my parents and both are extermely sad about the waste of money..",20,124,25,Negative,"Dont buy this one... The phone is a dud,, hangs and heat up. Bought two sets for my parents and both are extermely sad about the waste of money..",dont buy one phone dud hangs heat bought two sets parents extermely sad waste money,15
GalaxyM12 exilent ... five star ✨✨✨✨✨,5,Grand display ND big display... amazing fingerprint button 🔘...superb touch screen....nyc color ..bettery backup life is longer ... camera 📸 quality is very good....,37,165,24,Positive,GalaxyM12 exilent ... five star ✨✨✨✨✨ Grand display ND big display... amazing fingerprint button 🔘...superb touch screen....nyc color ..bettery backup life is longer ... camera 📸 quality is very good....,galaxym exilent five star grand display nd big display amazing fingerprint button superb touch screennyc color bettery backup life longer camera quality very good,24
As if 12 hours of usage phone works good so far,5,I have purchased this phone for one of my relatives he is very happy from the performance . He is lite user,47,107,22,Positive,As if 12 hours of usage phone works good so far I have purchased this phone for one of my relatives he is very happy from the performance . He is lite user,hours usage phone works good far purchased phone one relatives very happy performance lite user,15
medium product,3,"not satisfied in camera quality, and battery lifenot real 48mp camera.. and battery life is one and half day only but rarely used mobile my family.. total waste for money,, and worst samsung product of M12 Mobile",14,212,37,Neutral,"medium product not satisfied in camera quality, and battery lifenot real 48mp camera.. and battery life is one and half day only but rarely used mobile my family.. total waste for money,, and worst samsung product of M12 Mobile",medium product not satisfied camera quality battery lifenot real mp camera battery life one half day rarely used mobile family total waste money worst samsung product mobile,27
